plant_id,plant_sp,host,length,width,height,vol_cub,vol_ell,ln.vol_cub,x,y,t0_length_b1,t0_length_b2,t0_length_b3,t1_length_b1,t1_length_b2,t1_length_b3,b1_growth,b2_growth,b3_growth,avg_growth,no_flwrs_b1,no_flwrs_b2,no_flwrs_b3,avg_no_flwrs,int_herb,cn_ratio,mas,slopes,no_chew_4,a_chew_herb,a_suck_herb,biomass,no_any,no_any_4,no_any_5,no_any_6,no_any_7,no_any_8,no_any_9,no_any_10,no_tim,no_grn_tim,no_str_tim,no_tim_gs,no_red_tim,mal,no_tim_4,no_tim_5,no_tim_6,no_tim_7,no_tim_8,no_tim_9,no_tim_10,no_art,no_art_4,no_art_5,no_art_6,no_art_7,no_art_8,no_art_9,no_art_10,no_herb,no_herb_4,no_herb_5,no_herb_6,no_herb_7,no_herb_8,no_herb_9,no_herb_10,no_art_herb,no_art_herb_4,no_art_herb_5,no_art_herb_6,no_art_herb_7,no_art_herb_8,no_art_herb_9,no_art_herb_10,no_carn,no_carn_4,no_carn_5,no_carn_6,no_carn_7,no_carn_8,no_carn_9,no_carn_10,no_lep,no_lep_4,no_lep_5,no_lep_6,no_lep_7,no_lep_8,no_lep_9,no_lep_10,rich_art,rich_art_4,rich_art_5,rich_art_6,rich_art_7,rich_art_8,rich_art_9,rich_art_10,con_2N,con_2N_A,con_2N_C,con_vol,con_vol_A,con_vol_C,con_tim,con_tim_A,con_tim_C,con_gp_A,con_gp_C,q2N_A,q2N_C,con_grn_A,con_grn_C,con_str_A,con_str_C,con_any,con_any4,con_any5,con_any6,con_any7,con_any8,con_any9,con_any10,con_tim4,con_tim5,con_tim6,con_tim7,con_tim8,con_tim9,con_tim10,con_art,con_art4,con_art5,con_art6,con_art7,con_art8,con_art9,con_art10,con_herb,con_herb4,con_herb5,con_herb6,con_herb7,con_herb8,con_herb9,con_herb10,con_art_herb,con_art_herb4,con_art_herb5,con_art_herb6,con_art_herb7,con_art_herb8,con_art_herb9,con_art_herb10,con_carn,con_carn4,con_carn5,con_carn6,con_carn7,con_carn8,con_carn9,con_carn10,con_lep,con_lep4,con_lep5,con_lep6,con_lep7,con_lep8,con_lep9,con_lep10
107,Ceanothus,C,63,63,70,277830,1163771.583,12.53476469,47.45549933,46.39120397,40,40,40,50,90,53,10,50,13,24.33333333,2,5,6,4.333333333,12,19.68467209,0,-0.024205626,14,NA,NA,0.364888719,26,25,23,18,15,12,8,7,4,4,0,4,0,1,4,4,4,4,4,4,4,22,21,19,14,11,8,4,3,20,20,20,15,13,11,7,6,16,16,16,11,9,7,3,2,1,1,1,1,1,1,1,1,10,10,10,7,6,4,1,1,13,12,12,8,6,4,1,1,0.221326306,0.658646468,0.561014241,2.447506156,6.778465646,6.38293051,1.239893267,3.402693523,0.848056394,1.194064029,0.556092651,0.350917302,0.655726029,1.015096108,0.54252203,1.804706706,0.281715557,5.576734091,5.248585741,4.849007038,3.793976593,3.103837137,2.736030796,2.232178662,2.06990487,1.239891764,1.239891764,1.239891764,1.239891764,1.239891752,1.221024928,1.220801679,4.336840824,4.008693976,3.609115273,2.554084829,1.863945373,1.496139044,1.011153733,0.849103191,4.964881865,4.912513247,4.568060898,3.63923121,3.022759175,2.70667872,2.202826909,2.040568035,3.724988598,3.672621483,3.328169133,2.399339446,1.782867411,1.466786967,0.98180198,0.819766356,0.195117754,0.034740744,0.032316842,0.030399957,0.029324388,0.028455737,0.028455736,0.028455736,1.76009151,1.759973915,1.759963627,1.635309088,1.44684426,1.182597044,0.806195669,0.669446158
108,Adenostoma,A,42,31,52,67704,283597.852,11.12290054,43.47856848,49.65194364,15,17,13,65,86,75,50,69,62,60.33333333,,,,,6,30.40051276,0,-0.048293041,10,2.5,6,0.059152025,10,10,10,7,7,6,5,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,10,10,10,7,7,6,5,2,10,10,10,7,7,6,5,2,10,10,10,7,7,6,5,2,0,0,0,0,0,0,0,0,10,10,10,7,7,6,5,2,3,3,3,1,1,1,1,0,0.266874776,1.196486016,0.645675289,3.141501544,12.82654048,7.038527385,2.025549718,6.921838974,1.145081239,2.607785361,0.569412943,0.376747476,0.497268599,2.330512597,0.557031411,3.697977987,0.565335195,8.303645018,8.016711024,7.518633917,5.894526675,4.362259844,3.95464663,3.358852409,3.205756757,2.025549083,2.025549083,2.025549083,2.025549083,2.02554907,1.890064249,1.890015731,6.2780953,5.991161941,5.493084834,3.868977592,2.336710761,1.92909756,1.468788159,1.315741026,7.444899792,7.324219679,7.008088236,5.422792536,4.119442935,3.862290478,3.266496323,3.113403707,5.419350074,5.298670596,4.982539153,3.397243453,2.093893852,1.836741407,1.376432073,1.223387975,0.192702595,0.094242624,0.093119933,0.092910797,0.092351243,0.091820253,0.091820253,0.091820253,2.431928214,2.43187548,2.431874063,2.204209867,1.746670057,1.552658604,1.158638774,1.095506854
109,Ceanothus,C,66,48,63,199584,836015.5042,12.20399048,41.73645789,48.42923096,40,40,40,80,90,65,40,50,25,38.33333333,4,6,3,4.333333333,10,18.85461783,0,-0.029008362,18,NA,NA,0.224783085,20,20,20,18,15,15,13,13,9,2,5,7,2,0.285714286,9,9,9,9,9,8,8,11,11,11,9,6,6,5,5,19,19,19,17,15,15,13,13,10,10,10,8,6,6,5,5,0,0,0,0,0,0,0,0,9,9,9,8,6,6,5,5,8,8,8,6,4,4,3,3,0.305822484,0.775298071,0.534698745,3.501468519,8.076411354,5.926633049,0.998095531,3.193858535,0.903694861,0.98220481,0.342185132,0.307529216,0.378651187,0.873321602,0.331769754,1.922690009,0.557908371,10.3967867,9.952932349,9.098333208,6.205654321,4.039938498,3.289422845,2.884772806,2.195978097,0.99809413,0.99809413,0.99809413,0.99809413,0.998094095,0.998093042,0.998001061,9.398691168,8.954838219,8.100239078,5.207560191,3.041844368,2.29132875,1.886679765,1.197977037,9.308551838,9.048081429,8.494222418,5.620420513,3.607533213,3.13584867,2.731198746,2.042409252,8.310456307,8.049987299,7.496128288,4.622326383,2.609439083,2.137754574,1.733105704,1.044408191,0.30393381,0.157326201,0.154967766,0.154796942,0.153566486,0.152380621,0.152380621,0.152380621,2.889737268,2.889622925,2.889620685,2.423432552,2.128464437,1.790283649,1.419953758,0.879403234
110,Ceanothus,C,49,21,56,57624,241374.8468,10.96169443,41.48533302,36.49266205,40,40,40,69,50,88,29,10,48,29,0,0,0,0,8,17.82157734,0,-0.131576291,16,NA,NA,0.077222016,26,26,22,17,14,10,9,8,5,3,2,5,0,0.6,5,5,5,5,5,5,5,21,21,17,12,9,5,4,3,22,22,20,17,14,10,9,8,17,17,15,12,9,5,4,3,1,1,0,0,0,0,0,0,11,11,11,10,8,5,4,3,11,11,8,5,3,1,1,1,0.723705992,1.509012818,0.80333199,7.657286001,15.5412431,9.106668551,1.744283359,4.764713627,1.490381647,1.389339518,1.064851738,0.291589302,0.714482589,1.23479636,1.057150438,2.969661667,0.420058336,14.12040011,12.98949212,11.6443181,9.186968246,7.049216925,6.0319674,5.503630961,4.439749296,1.743824018,1.743824018,1.743823994,1.743823994,1.743821097,1.742695271,1.719165333,12.37611677,11.2456681,9.900494079,7.443144252,5.305392931,4.288146303,3.76093569,2.720583963,11.32748738,10.74290507,9.926119626,7.651996766,5.992205433,5.284429281,4.756134345,3.693777912,9.58320403,8.999081048,8.182295607,5.908172772,4.248381439,3.540608184,3.013439074,1.974612579,1.367977985,1.10409087,0.916038773,0.897681337,0.745177965,0.597672816,0.597672618,0.597672618,4.298085332,4.274719733,4.274433671,4.053312963,3.713328075,3.313408848,2.789552957,1.821845895
111,Ceanothus,C,94,70,75,493500,2067167.966,13.10927814,41.9471888,46.20880302,40,40,40,45,45,54,5,5,14,8,6,3,4,4.333333333,8,18.97513724,0,-0.170158191,15,NA,NA,0.472454756,62,59,53,35,19,15,14,12,6,3,3,6,0,0.5,6,6,6,6,6,6,6,56,53,47,29,13,9,8,6,55,53,49,31,16,14,13,11,49,47,43,25,10,8,7,5,2,1,1,1,1,1,1,1,9,9,9,9,7,6,5,4,15,13,9,7,4,2,2,2,0.245074489,1.813842096,0.888964717,2.75317152,19.44085124,9.496137901,1.415778582,7.610262179,1.96965342,2.78656474,1.115491757,0.366158836,0.566339106,2.509544855,1.104448058,4.136232188,0.848944013,4.551290377,4.479265361,4.364591317,3.690419628,3.149722725,2.952783543,2.471515065,2.25136661,1.415774526,1.415774526,1.415774526,1.415774526,1.415774447,1.287025922,1.286767705,3.135511795,3.063490835,2.948816791,2.274645103,1.733948199,1.537009096,1.184489143,0.964598905,4.157821026,4.149316588,4.100596788,3.449007084,3.075469777,2.91059236,2.429324232,2.209191316,2.742042444,2.733542062,2.684822262,2.033232558,1.659695251,1.494817913,1.14229831,0.922423611,0.071701152,0.052988368,0.046055959,0.04571033,0.042167593,0.038739138,0.038739136,0.038739136,2.236481326,2.236168669,2.236162836,1.845370611,1.539656457,1.387080001,1.072987882,0.879558796
112,Ceanothus,C,70,42,79,232260,972888.413,12.35561271,39.59787107,37.02103015,40,40,40,55,55,40,15,15,0,10,4,2,0,2,2,18.00072076,0,-0.105371118,7,NA,NA,0.713759494,41,40,35,27,17,13,12,12,4,3,0,3,1,1,4,4,4,4,4,4,4,37,36,31,23,13,9,8,8,29,28,25,17,10,8,7,7,25,24,21,13,6,4,3,3,7,7,6,6,5,4,4,4,3,3,3,3,3,3,2,2,17,16,12,11,8,6,5,5,0.867280722,1.659459844,0.889415266,9.107389406,17.0160902,9.799865951,2.212706007,4.338364697,2.204605149,1.291541936,1.422855772,0.297702482,0.645401637,1.140963296,1.407229996,2.692651092,0.774739628,14.68338323,13.29182275,12.08751754,9.700176629,8.350897543,6.949567615,6.17538058,4.933500536,2.212242287,2.212242287,2.212242274,2.212242274,2.212237212,2.210849326,2.184413243,12.47067723,11.07958046,9.87527525,7.487934355,6.138655268,4.737330402,3.964531254,2.749087292,12.73211066,12.22230084,11.58690009,9.628155858,8.318460564,6.938100519,6.163939501,4.923107662,10.51940466,10.01005855,9.3746578,7.415913583,6.10621829,4.725863307,3.953090175,2.738694418,0.518215583,0.223339813,0.033723972,0.015290153,0.010145076,0.009941958,0.009941772,0.009941772,7.08978906,7.056561274,7.056277284,6.554187173,5.780537684,4.57051657,3.800734072,2.733738841
113,Ceanothus,C,98,70,73,500780,2097662.359,13.12392216,38.01692412,35.76367494,40,40,40,40,51,72,0,11,32,14.33333333,1,0,3,1.333333333,4,18.72306749,0,-0.113151101,16,NA,NA,0.244092517,26,22,22,17,15,12,11,10,3,0,3,3,0,0,3,3,3,3,3,3,3,23,19,19,14,12,9,8,7,22,22,22,17,15,12,11,10,19,19,19,14,12,9,8,7,0,0,0,0,0,0,0,0,13,13,13,12,11,8,7,7,13,10,10,6,5,4,3,3,1.323052394,0.108877353,0.717307688,13.63447892,1.019881191,7.62721639,2.869515264,0.006985086,2.028070977,0.000579995,1.233919697,0.083033385,0.608420371,0.000550798,1.223281954,0.006378009,0.790832852,21.20437534,19.51736824,17.46382531,14.37370451,11.61071586,9.823622344,8.434723815,6.939331752,2.868538335,2.868538335,2.868538319,2.868538319,2.868524445,2.867438902,2.81201971,18.33486008,16.6488299,14.59528697,11.50516619,8.742177541,6.955097899,5.567284913,4.127312042,17.77367659,16.66304773,15.55179603,12.81261094,10.55356952,9.090258273,7.701396757,6.207686641,14.90416134,13.79450939,12.68325769,9.94407262,7.685031196,6.221733829,4.833957856,3.395666931,1.764634913,1.21449106,0.925514522,0.886223159,0.731740808,0.588159675,0.588159288,0.588159288,8.571387155,8.491903089,8.491264803,7.939798287,7.12994505,6.070140054,4.68691088,3.250537421
114,Adenostoma,A,14,10,35,4900,20525.072,8.496990484,36.27603175,36.76774054,20,15,11,128,50,48,108,35,37,60,,,,,NA,31.65624783,0,NA,0,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960165761,0.06074169,0.438540753,10.42816112,0.532008503,4.744519395,2.22825795,0.027898185,0.880580378,0.010854247,0.572836835,0.389066421,0.650521917,0.009525788,0.558190297,0.012891336,0.305098558,17.77302416,16.18215394,14.87777672,11.87855319,9.913884738,8.228459534,7.115556622,6.0516299,2.227650711,2.227650711,2.227650704,2.227650704,2.227632614,2.226369223,2.195456147,15.54476621,13.95450323,12.65012601,9.650902485,7.686234033,6.00082692,4.8891874,3.856173752,14.98677816,14.36431014,13.6970948,10.97086675,9.319952598,7.838509101,6.725623068,5.662604733,12.75852022,12.13665943,11.46944409,8.743216046,7.092301894,5.610876487,4.499253845,3.467148585,1.045718183,0.665954829,0.511894674,0.477172416,0.389486365,0.314610912,0.314610658,0.314610658,7.904427866,7.852469125,7.851797007,7.291949015,6.604508447,5.384447327,4.27723433,3.390835082
115,Adenostoma,A,66,28,70,129360,541861.9009,11.77035449,33.7112589,34.01069683,12,14,12,92,93,45,80,79,33,64,,,,,NA,30.00793662,0,-0.271460802,14,0.75,2.75,0.185343475,35,33,29,16,13,10,10,9,2,0,2,2,0,0,2,2,2,2,2,2,2,33,31,27,14,11,8,8,7,29,28,26,15,13,10,10,9,27,26,24,13,11,8,8,7,1,0,0,0,0,0,0,0,12,12,12,11,10,8,8,7,12,10,8,4,3,2,2,2,1.533860945,0.323327234,0.635829441,15.64950834,2.944710435,6.450135946,3.41388387,0.189654645,1.123469326,0.036096884,0.72133777,0.190329553,0.642062719,0.03579468,0.691910873,0.1533037,0.387383853,17.13389747,15.98240522,14.80979498,12.29628189,10.3309059,9.146584938,8.157546641,6.637686184,3.411954165,3.411954165,3.411954154,3.411954154,3.41183528,3.407698979,3.354009474,13.72001361,12.57045106,11.39784082,8.884327734,6.91895175,5.734749657,4.749847662,3.28367671,14.79741102,14.24949235,13.72223942,11.5787829,9.802487199,8.977620318,7.988613743,6.471063209,11.38352716,10.83753819,10.31028526,8.166828747,6.390533045,5.565785038,4.580914765,3.117053735,1.064475764,0.634695195,0.437180455,0.268148731,0.170504187,0.152070405,0.15206938,0.15206938,8.33101212,8.210533224,8.206442716,7.378407468,6.201995728,5.489013376,4.526523688,3.101866021
116,Adenostoma,A,56,52,42,122304,512305.7972,11.71426503,30.69310121,35.39205253,16,18,20,89,126,111,73,108,91,90.66666667,,,,,NA,29.95846788,0,-0.031388923,6,1.25,5.25,0.061088586,9,9,8,6,6,5,4,3,1,0,1,1,0,0,1,1,1,1,1,1,1,8,8,7,5,5,4,3,2,9,9,8,6,6,5,4,3,8,8,7,5,5,4,3,2,0,0,0,0,0,0,0,0,5,5,5,4,4,4,3,2,5,5,4,2,2,1,0,0,0.791694989,0.264606984,0.299411398,7.923268642,2.307714288,3.381615333,1.709649969,0.076069904,1.819231263,0.034284174,1.107915634,0.450693017,0.609002086,0.033518185,1.071244062,0.041537199,0.697948717,9.477977517,8.997128133,8.157096897,6.057577628,4.962865127,4.275640874,4.03684471,3.435212917,1.709078796,1.709078796,1.709078793,1.709078793,1.708910849,1.705346407,1.694675399,7.768327551,7.288049337,6.448018102,4.348498835,3.253786334,2.566730026,2.331498303,1.740537518,7.933992578,7.700450964,7.312746168,5.543551146,4.64082678,4.188445972,3.949659401,3.348658123,6.224342611,5.991372169,5.603667372,3.834472353,2.931747987,2.479535124,2.244312995,1.653982725,0.51009524,0.307055139,0.216218711,0.153861311,0.090011693,0.082273994,0.082273544,0.082273544,3.661797255,3.621718653,3.618212093,3.303802215,2.81737143,2.452583794,2.227934434,1.648682523
117,Adenostoma,A,28,17,26,12376,51840.46757,9.423514392,29.13065897,34.81139171,13,16,18,98,97,66,85,81,48,71.33333333,,,,,NA,30.29640455,0,NA,2,1.5,5.25,0.012943661,2,2,2,2,2,2,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.650884118,0.266874776,0.272808828,6.829718949,3.141501544,3.301420649,1.500097509,2.025549718,3.010541927,0.724136118,1.987510508,0.357501033,0.660183633,0.64597346,1.927730838,1.107765468,1.008654857,8.141166354,7.833910947,7.011365248,5.19630262,4.351657493,3.727848526,3.401447513,2.838300289,1.499610193,1.499610193,1.499610191,1.499610191,1.499295188,1.494289731,1.487972611,6.641068847,6.334300754,5.511755055,3.696692429,2.852047302,2.228553338,1.907157781,1.350327677,6.982876992,6.830555546,6.354684248,4.78765734,4.095842572,3.648871682,3.32248062,2.759842754,5.482779485,5.330945353,4.855074055,3.288047149,2.596232381,2.149576495,1.828190889,1.271870143,0.413772114,0.279477754,0.200399422,0.148007113,0.08340599,0.076569845,0.076569322,0.076569322,3.096778159,3.062501941,3.057513044,2.689546678,2.357366295,2.12913467,1.818157882,1.26816588
118,Ceanothus,C,36,24,48,41472,173717.5074,10.63277378,20.61691104,26.59863314,40,40,40,53,55,75,13,15,35,21,,,,,13,16.45151261,0,-2.36E-16,4,NA,NA,0.02960584,10,9,8,7,6,4,4,3,3,3,0,3,0,1,3,3,3,3,3,3,3,7,6,5,4,3,1,1,0,9,8,8,7,6,4,4,3,6,5,5,4,3,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,5,4,3,2,1,1,1,0,0.26461032,0.960165761,0.522691373,2.95666326,10.42816112,6.183548136,0.698232427,2.22825795,4.892763222,0.773068989,3.080103764,0.346938733,0.629522342,0.622251664,2.943459751,1.35948642,1.758860672,4.826436536,4.503775101,3.916349599,3.5714804,3.083477378,2.427767096,2.255535331,1.916353424,0.698124835,0.698124835,0.698124834,0.698124834,0.66649951,0.66102928,0.660907437,4.128204112,3.805650266,3.218224764,2.873355566,2.385352544,1.761267587,1.594506052,1.255445988,3.786464611,3.732072496,3.520907302,3.217985247,2.869580894,2.224167402,2.0525786,1.713483388,3.088232187,3.033947661,2.822782466,2.519860413,2.17145606,1.557667893,1.391549321,1.052575951,0.599326037,0.364481524,0.361341386,0.345899425,0.207957982,0.202224868,0.202220951,0.202220951,1.502200796,1.485964754,1.478507916,1.410648454,1.224598359,1.015931576,0.85203725,0.78218906
119,Ceanothus,C,60,84,72,362880,1520028.19,12.80182748,21.94888,24.92088659,40,40,40,67,65,50,27,25,10,20.66666667,5,3,0,2.666666667,3,19.27109284,0,-0.070441003,11,NA,NA,0.850860582,26,25,22,21,18,14,13,11,3,1,1,2,1,0.5,3,3,3,3,3,3,3,23,22,19,18,15,11,10,8,21,21,20,19,17,13,12,10,18,18,17,16,14,10,9,7,3,2,2,2,1,1,1,1,8,8,8,8,7,6,5,5,13,12,9,8,5,2,2,2,0.403289216,1.533860945,0.685252362,4.090224537,15.64950834,8.083334533,1.100584276,3.41388387,7.058901842,1.047893731,4.510191323,0.306950608,0.638936682,0.914542143,4.236626542,2.08510898,2.43833756,4.186126912,3.577555314,3.057422313,2.540178584,2.263878218,1.695667427,1.634010092,1.373653053,1.100353425,1.100353425,1.100353422,1.100353422,1.012309863,1.002054187,1.001868505,3.085542645,2.47720189,1.957068888,1.439825162,1.163524796,0.683357564,0.631955905,0.371784547,3.17909807,2.915886541,2.777519978,2.330666233,2.060972381,1.509763236,1.449518812,1.189343838,2.078513802,1.815533116,1.677166554,1.230312812,0.960618959,0.497453373,0.447464625,0.187475333,0.615831524,0.360891294,0.221362617,0.198031186,0.193466548,0.182903836,0.182892405,0.182892405,0.962481442,0.931515757,0.918741368,0.77050256,0.682053187,0.490326567,0.44463427,0.184670242
120,Adenostoma,A,48,48,48,110592,463246.6863,11.61360303,22.77910747,22.04802089,22,11,24,91,62,122,69,51,98,72.66666667,,,,,NA,31.85539619,0,-0.08954533,9,2,5.25,0.052695013,16,12,11,10,10,7,7,7,6,0,6,6,0,0,6,6,6,6,5,5,5,10,6,5,4,4,2,2,2,10,9,9,8,8,5,5,5,4,3,3,2,2,0,0,0,4,2,2,2,2,2,2,2,3,3,3,2,2,0,0,0,7,4,3,2,2,1,1,1,0.441960014,0.791694989,0.610368741,4.596192648,7.923268642,7.093948158,0.5512587,1.709649969,5.086164498,0.432100443,2.923534818,0.252742053,0.574801468,0.380558198,2.892182259,1.150088911,2.162344675,4.957930474,4.61304528,3.766854366,3.192172999,2.620631785,2.158803115,1.974268473,1.59782694,0.55092169,0.55092169,0.550921682,0.550921682,0.550921682,0.541830416,0.541672562,4.406671802,4.06212359,3.215932675,2.641251317,2.069710103,1.607881432,1.432438057,1.056154378,3.774955335,3.70172752,3.425725678,2.976242225,2.498589122,2.054590102,1.8753451,1.499161411,3.223696664,3.150805829,2.874803988,2.425320543,1.94766744,1.50366842,1.333514684,0.957488849,0.544583907,0.277325607,0.236091973,0.195352476,0.103046295,0.093432179,0.093386852,0.093386852,1.655436198,1.629693478,1.615967884,1.507719006,1.239737616,1.129328922,0.970846981,0.770923681
121,Adenostoma,A,36,24,32,27648,115811.6716,10.22730867,21.13954791,21.57716258,19,14,13,84,46,90,65,32,77,58,,,,,NA,25.68176991,0,-0.34657359,0,0.75,5,0.006725994,3,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.524935984,0.650884118,0.457705324,5.721879318,6.829718949,5.370634703,1.494239839,1.500097509,4.150600496,0.390812998,2.54988265,0.260525063,0.61434066,0.345912482,2.426985135,0.989054745,1.550777055,7.90057335,7.068717741,6.351419761,5.237583371,4.431210515,3.53311663,3.311354454,2.88337375,1.49409493,1.49409493,1.494094926,1.494094926,1.326738206,1.322751771,1.322682789,6.406333528,5.574622811,4.857324831,3.743488446,2.937115589,2.206378424,1.988602683,1.560690961,6.17983017,5.943061004,5.599398275,4.725124132,3.993979542,3.110131926,2.896114568,2.468245107,4.685590348,4.448966074,4.105303345,3.231029206,2.499884617,1.78339372,1.573362797,1.145562318,1.021527862,0.603157466,0.561243985,0.486228887,0.412563421,0.407420915,0.40739019,0.40739019,2.772195168,2.759603516,2.745649749,2.35689413,1.905200868,1.470767889,1.27669504,0.989520387
122,Adenostoma,A,36,48,48,82944,347435.0147,11.32592096,19.84434409,20.2674527,16,23,20,117,160,132,101,137,112,116.6666667,,,,,NA,28.64113447,0,-0.12555569,7,2,6.5,0.071338126,11,11,10,7,4,4,4,3,0,0,0,0,0,NA,0,0,0,0,0,0,0,11,11,10,7,4,4,4,3,10,10,9,7,4,4,4,3,10,10,9,7,4,4,4,3,0,0,0,0,0,0,0,0,7,7,7,6,4,4,4,3,5,5,4,1,1,1,1,1,0.462166757,0.441960014,0.106874438,4.827370276,4.596192648,1.27422306,0.8706411,0.5512587,1.106789239,0.325131823,0.683693289,0.589798988,0.617726722,0.275484699,0.669581682,0.17142347,0.417247723,5.203763426,4.608368015,3.849982158,2.937135564,2.633154311,2.175344603,1.826468924,1.574340234,0.870572802,0.870572802,0.870572799,0.870572799,0.799995679,0.798356695,0.79832732,4.333122339,3.737795213,2.979409356,2.066562765,1.762581512,1.375348924,1.028112229,0.776012914,3.797223209,3.647388566,3.415344042,2.676468688,2.410465298,1.972636846,1.638750463,1.386674546,2.926582122,2.776815764,2.544771239,1.805895888,1.539892499,1.172641167,0.840393768,0.588347226,0.763845757,0.411776498,0.377776637,0.212343919,0.177172164,0.172710867,0.172681557,0.172681557,1.647605727,1.640102047,1.614191122,1.400651196,1.218338434,0.990361955,0.688264544,0.497325684
123,Adenostoma,A,60,36,72,155520,651440.6526,11.95452962,17.46267028,19.54513865,,,,,,,,,,,,,,,NA,25.39816922,0,0.033233084,8,2.25,7.25,0.121232032,14,14,13,7,6,6,4,3,1,1,0,1,0,1,1,1,1,1,1,1,1,13,13,12,6,5,5,3,2,13,13,12,7,6,6,4,3,12,12,11,6,5,5,3,2,1,1,1,0,0,0,0,0,7,7,7,6,5,5,3,2,5,5,4,1,1,1,1,1,0.386673656,0.524935984,0.496345615,3.84329829,5.721879318,5.954155583,0.418038811,1.494239839,5.270839045,0.320320215,3.433088033,0.214370014,0.651336154,0.281679355,3.163221305,1.13319043,1.730963082,3.939087278,3.524169594,2.978705332,2.350521329,1.821723693,1.54144082,1.413710634,1.137601207,0.418019051,0.418019051,0.418019049,0.418019049,0.397218534,0.396728308,0.396719561,3.521048473,3.106150543,2.560686282,1.93250228,1.403704643,1.144222286,1.016982325,0.740881646,3.061327958,2.87984189,2.61051075,2.209729499,1.71195032,1.456921275,1.344572233,1.068478315,2.643289153,2.46182284,2.192491699,1.79171045,1.29393127,1.059702741,0.947843924,0.671758754,0.360490226,0.217393347,0.187234989,0.088614411,0.06346585,0.05375726,0.053743422,0.053743422,1.752703947,1.741134428,1.663860217,1.435280229,1.117426782,0.950767465,0.869717198,0.617328979
124,Ceanothus,C,96,96,84,774144,3242726.804,13.55951318,20.37159073,13.75263517,,,,,,,,,,,,,,,12,17.64985773,0,-0.139455706,19,NA,NA,0.713197096,38,36,31,29,26,22,17,16,9,6,3,9,0,0.666666667,9,9,9,9,9,9,9,29,27,22,20,17,13,8,7,30,29,26,26,23,20,16,15,21,20,17,17,14,11,7,6,4,3,2,0,0,0,0,0,10,10,10,10,9,7,5,4,19,17,13,12,9,5,3,3,0.107288188,0.462166757,0.219573106,1.133137207,4.827370276,2.386441965,0.335513201,0.8706411,1.093899229,0.322888733,0.767078524,0.370863187,0.701233262,0.303587107,0.739483776,0.5278752,0.313970797,1.676689706,1.550361986,1.346855847,0.98294162,0.774935943,0.706963409,0.635641046,0.564461983,0.335487369,0.335487369,0.335487358,0.335487358,0.330258451,0.330008554,0.330000359,1.341176579,1.214874616,1.011368477,0.647454262,0.439448584,0.376704957,0.305632492,0.234461624,1.286633062,1.24121978,1.174264072,0.938851795,0.757721702,0.694514815,0.623402405,0.552251631,0.951119935,0.905732411,0.838776703,0.603364437,0.422234343,0.364256364,0.29339385,0.222251272,0.128465322,0.092783098,0.089591947,0.021932366,0.016880989,0.012191788,0.012000278,0.012000278,0.636071817,0.63384225,0.610023235,0.547957436,0.410621651,0.358375229,0.287770698,0.219420551
125,Ceanothus,C,108,96,84,870912,3648067.655,13.67729622,15.08619623,11.3754574,,,,,,,,,,,,,,,9,19.22344312,0,-0.055384326,21,NA,NA,0.362552964,36,35,31,23,18,17,16,16,12,5,5,10,2,0.5,12,12,12,12,12,12,12,24,23,19,11,6,5,4,4,26,26,26,22,18,17,16,16,14,14,14,10,6,5,4,4,2,2,2,0,0,0,0,0,9,9,9,9,6,5,4,4,13,12,9,5,1,1,1,1,0.175540195,0.386673656,0.294249536,1.781360323,3.84329829,3.136476066,0.310086884,0.418038811,0.74789165,0.176741561,0.599779678,0.422787444,0.801960656,0.163410061,0.375859901,0.228491333,0.132433576,2.97101828,2.665147747,2.310451311,1.928559685,1.566179444,1.331907666,1.077640436,0.869710188,0.310085429,0.310085429,0.310085428,0.310085428,0.309539373,0.309518987,0.309518462,2.660931405,2.355062318,2.000365882,1.618474258,1.256094016,1.022368293,0.768121449,0.560191726,2.418747901,2.306561253,2.078082257,1.809441136,1.469614446,1.287243897,1.05465574,0.846727513,2.108661026,1.996475825,1.767996828,1.499355709,1.159529018,0.977704525,0.745136753,0.537209051,0.335066208,0.174002987,0.142644837,0.05379847,0.031558307,0.001320605,0.001300634,0.001300634,1.575929993,1.568751142,1.500401657,1.308664645,1.049532376,0.890249643,0.701025441,0.493493862
